# id,sphere,gamma
267802,175,70
267803,889,50
267804,677,84
267805,826,38
267806,178,33
267807,368,38
267808,86,80
267809,889,54
267810,546,54
267811,314,97
267812,525,43
267813,696,68
267814,607,68
267815,667,61
267816,491,43
267817,863,55
267818,44,80
267819,444,36
267820,89,26
267821,18,27
267822,612,66
267823,214,89
267824,44,76
267825,15,73
267826,955,32
267827,269,86
267828,31,66
267829,233,32
268820,450,100
268827,843,39
268832,610,24
268837,191,92
268841,897,61
268846,233,37
268847,847,43
268848,843,37
268850,610,29
268851,178,86
268852,884,70
268853,463,95
268854,897,65
268855,573,100
268857,280,95
268859,89,58
268860,233,28
268861,89,52
268862,610,29
268863,892,80
268864,892,81
268865,918,66
268866,191,95
268867,89,65
268868,450,100
268869,777,93
268870,450,100
268871,89,60
268872,858,84
268874,484,100
268875,610,30
268876,89,70
268877,756,54
268879,918,67
268881,382,99
268882,314,97
268883,233,38
268884,127,33
268885,610,27
268888,897,63
268889,89,62
268890,178,90
268892,607,100
268893,225,93
268894,675,97
268896,233,42
268897,89,55
268899,178,86
268900,233,39
268901,327,97
268902,811,93
268903,892,81
268904,212,90
268905,610,31
268906,845,89
268907,610,27
268909,416,100
268910,89,63
268911,879,88
268912,89,53
268913,868,48
268914,233,33
268915,845,88
268916,610,27
268917,889,48
268918,918,64
268919,610,28
268922,918,65
268923,918,69
268924,879,86
268926,931,59
268927,280,92
268928,918,66
268929,233,38
268931,892,79
268932,918,61
268933,843,33
268934,845,90
268935,918,67
268936,382,98
268940,918,67
268941,905,76
268942,178,88
268943,233,30
268944,607,99
268945,89,65
268947,89,51
268948,233,48
268949,743,96
268950,777,94
268954,610,28
268955,233,40
268956,610,27
268957,871,78
268961,897,65
268962,233,29
268966,811,93
268968,89,70
268969,89,66
268975,843,34
268976,518,101
268978,884,71
268981,824,85
268982,89,76
268984,610,31
268987,89,68
268988,813,44
268993,416,99
268996,610,27
269000,89,79
269002,843,37
269004,847,43
269005,610,27
269008,586,99
269010,212,91
269013,89,65
269014,847,45
269015,416,99
269016,910,57
269017,889,54
269022,811,90
269023,847,42
269024,89,82
269025,847,44
269026,484,100
269027,89,48
269028,89,67
269029,610,27
269031,233,33
269033,918,67
269034,910,58
269035,178,84
269036,905,67
269037,233,40
269038,233,29
269039,89,73
269040,484,101
269043,843,34
269048,178,87
269050,879,86
269053,931,60
272129,233,47
272130,28,16
272131,0,39
272132,641,72
272133,10,70
272134,233,63
272135,463,68
272136,609,43
272137,0,94
272138,447,86
272139,172,107
272142,601,68
272143,212,50
272144,452,109
272145,233,43
272146,15,79
272147,677,102
272148,233,56
272149,102,46
272151,816,39
272152,180,95
272153,233,32
272154,0,19
272156,466,6
272158,492,68
272159,554,73
272160,567,64
272161,743,60
272162,178,37
272163,677,104
272164,135,29
272165,646,59
272166,52,68
272167,408,68
272168,450,68
272169,499,36
272170,892,46
272171,866,48
272172,408,70
272173,12,94
272174,233,11
272175,423,40
272177,167,82
272178,233,65
272179,363,104
272180,727,83
272181,504,55
272182,470,43
272183,662,67
272184,0,28
272185,533,45
272186,785,62
272187,182,31
272188,677,87
272189,798,58
272190,89,24
272191,452,99
272192,622,88
272193,0,61
272194,588,100
272195,683,69
272196,23,68
272197,104,94
272198,89,14
272199,107,64
272200,233,44
272201,578,73
272202,65,72
272204,12,70
272205,659,86
272206,628,72
272207,0,78
272208,580,57
272209,612,70
272210,677,75
272211,538,59
272212,0,14
272214,567,58
272215,622,84
272216,233,19
272217,570,73
272218,65,77
272219,233,34
272221,392,86
272222,360,37
272223,233,53
272224,402,41
272225,233,58
272226,89,18
272227,764,65
272228,235,87
272229,756,53
272230,910,40
272231,541,92
272233,89,53
272234,233,31
272235,136,6
272237,10,75
272239,504,50
272240,596,55
272241,2,77
272242,125,90
272243,656,66
272244,641,66
272245,235,87
272246,233,23
272247,233,55
272248,157,50
272249,5,79
272250,0,67
272251,0,63
272252,722,55
272253,89,68
272254,123,48
272255,138,102
272257,12,30
272258,610,53
272259,7,80
272260,233,50
272261,717,67
272262,803,51
272264,233,44
272265,832,51
272267,47,48
272268,683,69
272269,554,77
272270,573,71
272271,371,89
272272,654,64
272273,769,57
272274,233,56
272275,630,47
272276,368,32
272277,57,94
272278,457,11
272279,322,56
272280,46,27
272281,654,68
272282,559,42
272283,578,64
272284,580,61
272285,659,59
272286,89,58
272287,361,66
272288,0,28
272289,610,50
272290,515,75
272291,4,82
272292,240,110
272293,0,22
272294,2,75
272295,15,88
272296,431,22
272297,599,70
272298,233,27
272300,696,66
272301,819,62
272302,798,57
272303,533,44
272305,609,29
272306,782,41
272307,31,70
272308,491,55
272309,628,71
272310,261,104
272311,233,45
272312,178,44
272313,798,58
272314,292,34
272315,15,74
272316,89,76
272318,89,36
272319,0,79
272320,96,116
272321,698,99
272322,10,64
272323,251,69
272324,4,88
272326,123,43
273506,881,40
273507,897,64
273508,610,33
273509,298,81
273510,233,25
273511,89,22
273512,466,28
273513,484,94
273514,610,27
273515,897,59
273516,89,47
273517,607,99
273518,89,56
273519,233,42
273520,538,22
273521,89,47
273522,743,94
273523,910,59
273524,233,32
273525,89,77
273526,60,81
273527,868,32
273528,654,95
273529,552,100
273530,233,36
273531,89,71
273532,39,80
273534,107,86
273535,89,21
273536,484,94
273537,89,79
273538,178,75
273539,233,36
273540,233,38
273541,89,38
273542,233,22
273543,816,93
273544,416,98
273545,298,80
273546,89,63
273547,843,35
273548,89,27
273549,89,41
273550,233,39
273551,115,85
273552,745,55
273553,884,69
273554,792,42
273555,871,75
273556,881,40
273557,897,63
273558,826,38
273559,800,73
273560,905,73
273561,860,39
273562,178,86
273563,484,101
273564,89,27
273565,881,39
273566,89,29
273567,497,75
273568,89,78
273569,38,43
273570,238,88
273571,518,99
273573,415,29
273574,798,79
273575,348,98
273576,777,93
273577,233,34
273578,233,23
273579,918,66
273581,798,77
273582,0,76
273583,60,83
273584,89,71
273585,855,65
273586,798,75
273587,463,100
273588,724,46
273589,183,96
273590,466,23
273591,233,29
273592,233,46
273593,892,77
273594,246,87
273595,89,50
273596,843,38
273597,918,67
273598,610,34
273599,89,55
273600,89,60
273601,89,17
273603,843,34
273604,879,87
273605,800,67
273606,905,78
273607,395,99
273608,89,61
273609,847,51
273610,918,69
273611,863,54
273612,897,67
273613,610,28
273614,89,27
273615,843,38
273616,826,47
273617,779,56
273618,233,38
273619,89,28
273620,610,27
280516,588,89
280517,269,114
280518,89,19
280519,233,31
280520,89,16
280521,212,63
280522,233,42
280523,717,70
280524,764,71
280525,685,59
280526,596,56
280527,685,88
280528,447,91
280529,0,74
280530,693,61
280531,466,39
280532,787,97
280533,719,74
280534,26,76
280535,557,81
280536,706,99
280537,601,40
280538,238,72
280539,549,112
280540,601,42
280541,5,15
280542,52,86
280543,470,37
280544,0,65
280545,233,18
280546,233,60
280547,610,53
280548,73,75
280549,7,75
280550,217,76
280551,711,96
280552,610,45
280553,340,73
280554,525,31
280555,381,43
280556,565,78
280557,0,69
280558,926,72
280559,272,75
280560,233,27
280561,719,60
280562,89,53
280563,233,57
280564,360,37
280565,641,69
280566,112,81
280567,353,79
280568,89,62
280569,497,68
280570,730,64
280571,635,73
280572,609,88
280573,34,35
280574,774,97
280575,67,25
280576,533,62
280577,0,75
280578,837,39
280579,685,67
280580,635,75
280581,698,74
280582,347,36
280583,78,79
280584,353,78
280585,256,95
280586,4,83
280587,732,94
280588,470,47
280589,233,53
280590,651,78
280591,0,7
280592,7,27
280593,785,68
280594,921,46
280595,13,25
280596,233,31
280597,465,26
280598,466,48
280599,89,68
280600,879,55
280601,575,40
280602,204,69
280603,125,11
280604,607,73
280605,188,88
280606,709,61
280607,832,66
280608,175,72
280609,677,26
280610,730,63
280611,774,34
280612,233,39
280614,858,54
280615,525,52
280616,853,59
282043,724,82
282044,233,56
282045,620,64
282046,80,24
282047,89,91
282048,65,75
282049,101,23
282050,546,55
282051,525,57
282052,18,68
282053,72,22
282054,135,24
282055,178,37
282056,233,60
282057,233,44
282058,622,77
282059,690,88
282060,601,69
282061,36,76
282062,785,68
282063,622,71
282064,67,25
282065,233,33
282066,847,38
282067,36,86
282068,264,74
282069,264,72
282070,408,75
282071,690,85
282072,101,25
282073,512,54
282074,89,73
282075,0,82
282076,93,23
282077,824,86
282078,546,56
282079,23,78
282080,690,74
282081,811,76
282082,31,79
282083,484,75
282084,326,41
282085,18,75
286025,233,37
286026,675,62
287849,843,34
287850,89,63
287851,0,76
287852,89,50
287853,233,41
287854,89,44
287855,233,47
287856,178,86
287857,466,28
287858,902,47
287859,233,41
287861,233,37
287862,910,61
287863,552,98
287864,233,40
287865,68,96
287866,89,72
287867,826,40
287868,842,60
287869,610,21
287870,89,34
287872,5,75
287874,212,92
287931,863,70
287932,573,70
287933,233,22
287934,554,41
287935,233,63
287936,89,64
287938,89,59
287941,89,28
287942,758,46
287943,466,27
287944,342,16
287945,491,52
287946,449,50
287947,457,42
287948,884,75
287949,777,54
287950,499,32
287951,280,89
287952,884,71
287953,610,31
287954,429,102
287955,89,70
287956,868,48
287957,609,60
287959,533,49
287960,314,97
287961,178,85
287962,499,41
287963,89,31
287964,625,61
287965,884,70
287967,607,97
287968,484,96
293679,7,63
293680,0,71
293681,175,80
293682,648,70
293683,193,91
293684,711,95
293685,177,23
293686,688,63
293687,47,34
293688,94,61
293689,436,40
293690,157,44
293691,690,78
293692,28,98
293693,476,70
293694,146,90
293695,322,57
293696,0,55
293697,89,73
293698,491,52
293700,410,30
293701,610,11
293702,743,61
293703,20,29
293704,322,55
293705,423,34
293706,0,59
293707,578,74
293708,554,39
293709,533,53
293710,157,44
293711,233,18
293712,533,58
293714,57,93
293716,625,69
293717,146,89
293718,512,54
293719,884,19
293720,803,43
293721,311,78
293722,227,99
293723,99,77
293724,233,28
293725,470,51
293726,512,53
293727,554,38
293728,133,79
293729,575,108
293730,727,47
293731,421,77
293732,554,62
293733,559,59
293734,233,62
293735,18,54
293736,89,40
293737,353,71
293738,25,26
293739,709,61
293740,15,15
293741,504,52
293742,233,26
293743,259,65
293744,719,36
293745,466,54
293746,625,82
293747,238,64
293748,596,34
293749,25,33
293750,667,56
293751,89,43
293752,567,52
293753,89,90
296164,233,41
296165,233,42
296167,764,67
296169,897,65
296173,65,82
296175,654,71
296176,89,36
296177,610,26
296178,233,40
296179,212,91
296180,233,33
296181,607,98
296182,484,93
296183,843,32
296184,892,80
296185,610,28
296186,89,41
296187,125,88
296188,89,48
296189,122,19
296190,654,102
296191,685,38
296192,610,28
296193,0,80
296194,4,79
296195,484,99
296196,601,49
296197,811,83
296198,146,88
296199,233,30
296200,423,37
296201,843,40
296203,499,43
296204,360,35
296205,89,50
296206,233,61
296207,871,77
296208,601,66
296209,89,68
296210,614,64
296211,614,70
296212,78,77
296213,89,31
296214,554,38
296215,931,61
296216,0,66
296217,178,85
296219,13,29
296220,65,73
296221,182,22
296222,897,59
296223,785,65
296224,544,67
296225,897,67
296226,89,24
296227,484,95
296228,785,70
296230,18,78
296231,518,70
296232,491,41
296233,675,72
300915,641,100
306994,374,70
306996,5,31
306998,162,65
307000,395,69
307635,89,28
307636,596,67
307637,525,61
307638,601,62
307639,902,42
307640,233,40
307642,910,54
307644,785,62
307645,910,57
307646,259,96
307648,13,23
307649,31,83
307651,466,24
307652,601,60
307654,89,82
307655,905,76
307656,610,28
307658,89,65
307659,635,70
307660,89,58
307661,730,63
307662,154,76
307663,31,73
307664,233,47
307665,18,83
307667,178,47
307668,233,31
307669,931,60
307670,243,74
307671,610,26
307673,910,58
307674,855,70
307675,843,40
307677,112,84
307678,610,28
307680,850,80
307681,826,41
307682,23,78
307684,847,44
307685,387,74
307686,573,100
307687,656,73
307688,484,101
307689,89,62
307690,764,67
307691,552,105
307692,89,56
307693,0,76
307694,314,97
307695,44,84
307696,78,81
307697,905,70
307698,858,85
307699,730,95
307700,89,44
307701,525,60
307702,876,57
307703,902,46
307704,601,51
307705,44,78
307706,931,61
307707,348,98
307708,714,65
307710,515,65
307711,233,35
307712,2,89
307713,89,62
307714,175,79
307715,622,62
307716,89,31
307717,450,102
307718,89,62
307719,884,69
307720,5,18
307721,662,70
307722,233,38
307723,855,55
307724,34,77
307725,732,53
307726,89,75
307728,580,35
307729,868,47
307730,457,42
307731,525,31
307732,811,91
307733,0,16
307734,610,30
307735,89,70
307736,457,44
307737,879,85
307738,89,58
307739,889,51
307740,256,101
307741,578,66
307742,89,61
307743,811,89
307744,858,78
307745,843,37
307746,730,54
307747,233,29
307748,233,29
307749,610,30
307750,905,67
307751,931,61
307752,89,26
307753,233,42
307754,178,90
307755,622,51
307756,876,60
307757,918,63
307758,89,38
307759,31,77
307760,212,93
307761,662,93
307762,593,44
307763,89,69
307764,233,57
307765,847,43
307766,89,81
307767,905,71
307768,610,30
307769,243,82
307770,128,76
307771,491,44
307772,353,79
307773,233,29
307774,466,13
307775,89,74
307777,722,74
307778,298,76
307779,89,66
307780,709,96
307782,567,43
307783,905,73
307784,766,69
307785,178,74
307786,2,72
307787,178,87
307788,416,99
307789,0,72
307790,13,67
307791,703,59
307792,834,50
307793,89,69
307794,416,99
307795,39,94
307796,60,67
307797,450,100
307798,178,86
307799,843,37
307801,610,28
307802,863,70
307803,115,80
307805,580,31
307806,389,25
307807,0,83
307808,89,37
307809,887,58
307811,31,75
307812,560,78
307813,641,98
307814,0,19
307815,0,77
307816,178,7
307817,931,60
307818,183,80
307819,225,86
307820,233,64
307821,233,42
307822,314,97
307823,816,52
307824,457,42
307825,889,51
307826,89,24
307827,233,39
307828,89,69
307829,863,33
307831,675,98
307832,34,13
307833,89,56
307834,858,77
307835,879,56
307837,751,65
307838,751,64
307839,233,32
307840,610,34
307841,610,25
307842,662,72
307843,233,41
307844,89,74
307845,858,81
307846,934,57
307847,233,55
307848,764,66
307849,212,93
307850,44,85
307851,188,91
307852,89,64
307853,2,78
307854,436,41
307855,326,36
307856,89,29
307857,808,39
307858,89,24
307859,586,70
307860,233,43
307861,2,72
307862,233,31
307863,586,71
307864,10,74
307865,753,35
307866,233,16
307867,0,8
307868,842,54
307869,858,53
307870,314,97
307871,466,28
307872,654,62
307873,609,108
307874,89,29
307875,847,43
307876,89,23
307877,233,30
307878,31,73
307879,622,74
307880,764,58
307881,779,46
307882,360,26
307883,34,31
307884,89,49
307885,89,63
307886,415,26
307887,743,65
307888,7,72
307889,743,65
307890,89,50
307891,512,43
307892,518,101
307893,709,67
307894,610,27
307895,0,24
307896,436,45
307897,808,43
307898,625,86
307899,233,36
307901,843,43
307903,10,27
307904,531,97
307905,610,25
307907,89,57
307908,233,13
307909,910,57
307910,881,41
307912,743,95
307914,843,34
307916,607,99
307918,855,49
307919,845,89
307920,610,27
307921,843,35
307924,233,36
307926,905,73
307928,641,99
307929,845,90
307930,845,88
307931,89,57
307932,450,100
307934,89,69
307935,910,54
307936,610,30
307937,89,65
307939,233,39
307940,811,92
307941,466,26
307942,89,55
307943,233,41
307944,586,100
307945,855,49
307950,484,101
307951,897,66
307952,89,57
307954,610,27
307956,843,38
307957,484,100
307958,910,55
307960,89,65
307961,858,84
307962,610,27
307963,855,57
307964,416,100
307965,881,43
307966,233,29
307968,855,53
307969,233,37
307970,905,75
307971,610,33
307972,910,52
307973,89,76
307974,905,72
307976,610,27
307978,843,33
307979,233,62
307980,233,31
307981,233,43
307982,466,24
307983,89,57
307984,845,88
307985,89,70
307986,892,80
307987,89,62
307988,641,94
307989,918,63
307990,743,94
307991,610,29
307992,910,58
307993,89,60
307994,931,59
307995,845,86
307996,89,71
307997,910,54
307998,879,85
307999,233,42
308000,233,33
308001,233,40
308002,777,87
308004,89,73
308006,897,61
308007,610,30
308008,610,27
308011,0,76
308012,233,46
308013,466,27
308014,89,81
308015,843,35
308016,466,27
308017,905,72
308018,826,37
308019,89,60
308020,233,29
308021,892,79
308022,178,90
308023,610,28
308024,484,100
308025,466,37
308026,892,82
308027,868,49
308028,897,60
308029,466,24
308030,466,28
308031,881,39
308032,89,49
308033,233,47
308034,157,95
308035,518,101
308036,497,70
308037,843,37
308038,847,41
308039,779,59
308040,787,69
308041,233,31
308042,881,41
308043,847,43
308044,233,37
308045,89,60
308046,539,97
308047,610,27
308048,843,37
308049,843,39
308050,89,75
308051,610,21
308052,89,52
308053,149,67
308054,641,82
308055,858,84
308056,843,36
308057,610,27
308058,293,92
308059,450,99
308060,855,59
308061,10,64
308062,610,29
308063,233,43
308064,879,87
308065,884,71
308067,89,72
308068,607,100
308069,730,81
308070,89,62
308071,868,48
308072,233,38
308076,466,28
308077,610,27
308078,847,41
308079,607,100
308080,610,27
308081,89,49
308082,361,98
308083,871,75
308084,89,82
308085,157,87
308086,233,26
308087,89,63
308088,811,91
308090,881,43
308092,89,64
308094,897,63
308095,743,95
308096,897,62
308097,845,90
308098,450,100
308099,280,95
308100,233,33
308101,610,27
308102,89,63
308103,905,76
308104,743,95
308105,233,38
308106,777,83
308107,610,37
308108,847,44
308109,89,80
312859,233,39
312860,89,58
312861,931,59
312862,178,85
312863,89,57
312864,620,66
312865,387,87
312866,884,70
312867,829,74
312868,89,47
312869,89,62
312870,0,65
312871,89,57
312872,233,46
312873,868,46
312874,89,41
312875,233,32
312876,233,39
312877,868,47
312878,811,88
312879,573,100
312881,89,54
312882,178,86
312883,897,58
312884,876,63
312885,89,71
312887,745,92
312888,89,57
312889,855,51
312890,881,42
312891,897,55
312892,89,85
312893,910,56
312894,57,82
312895,539,100
312896,843,34
312897,89,71
312898,845,88
312899,905,75
312900,89,68
312901,89,80
312902,539,100
312903,0,16
312904,233,41
312905,429,102
312906,654,66
312907,233,40
312908,429,91
312909,89,62
312910,246,93
312911,89,77
312912,641,99
312913,905,76
312914,910,55
312915,790,89
312916,843,36
312917,233,42
