# id,k,j,i
327842,4,6,5
327843,5,6,5
327844,5,6,6
327845,5,6,6
327846,4,6,6
327847,4,6,5
327848,4,6,6
327849,5,6,5
327850,4,6,5
327851,5,6,5
327852,5,6,5
327853,5,6,5
327854,5,6,5
327855,4,6,5
327856,5,6,5
327857,5,6,5
327858,5,6,5
327859,5,6,5
327860,5,6,5
327861,5,6,5
327862,5,6,5
327863,6,6,5
327864,6,5,5
327865,6,6,4
327866,6,6,4
327867,4,6,6
327868,4,6,6
327869,4,6,6
327870,4,6,6
327871,5,6,5
327872,6,6,4
327873,6,5,4
327874,5,6,5
327875,5,6,5
327876,4,6,5
327877,4,6,5
327878,5,6,5
327879,5,6,5
327880,6,6,5
327881,6,6,4
327882,5,6,5
327883,5,6,5
327884,4,6,5
327885,6,6,4
327957,3,5,2
327958,3,6,2
327959,2,6,2
327960,2,6,2
327961,2,6,2
327962,2,6,2
327963,2,5,2
327964,3,6,2
327965,2,5,2
327966,2,5,2
328024,2,6,3
328033,2,6,3
328034,2,6,2
328035,3,6,2
328036,3,6,2
328038,3,6,2
328039,2,6,3
328040,2,6,2
328041,2,6,3
328042,3,6,2
328043,3,6,2
328044,2,6,2
328045,3,6,2
328046,2,6,2
328047,2,6,3
328048,3,6,2
328049,2,6,2
328050,3,6,2
328051,2,6,2
328052,2,6,2
328053,2,6,2
328054,2,6,2
328055,2,6,3
328056,2,6,2
328057,2,6,2
328058,3,6,2
328059,3,6,3
328060,2,6,2
328061,2,6,3
328062,2,6,2
328063,3,6,2
328064,2,6,2
328065,2,6,2
328066,2,6,2
328067,2,6,3
328068,2,6,3
328069,3,6,2
328070,2,6,2
328071,2,6,2
328072,2,6,2
328073,2,6,2
328074,2,6,2
328075,2,6,2
328076,2,6,2
328077,2,6,3
328078,3,6,2
328079,3,6,2
328080,2,6,2
328081,2,6,2
328082,2,6,3
328083,2,6,2
328084,2,6,3
328085,2,6,3
328086,2,6,2
328087,2,6,2
328088,2,6,3
328089,2,6,2
328091,2,6,2
328092,2,6,3
328093,2,6,3
328094,2,6,3
328095,2,6,3
328096,2,6,3
328097,1,6,2
328099,2,6,3
328100,2,6,3
328101,2,6,2
328102,2,6,2
328103,2,6,2
328104,2,6,3
328105,2,6,3
328106,1,6,2
328107,2,6,3
328108,2,6,3
328109,2,6,3
328110,2,6,2
328111,2,6,3
328112,2,6,3
328113,2,6,3
328114,2,5,2
328115,2,6,3
328116,1,6,3
328117,2,6,2
328118,2,6,2
328119,2,6,2
328120,2,6,3
328121,2,6,2
328122,2,6,2
328123,2,6,2
328124,2,6,3
328125,2,6,3
328126,2,6,2
328127,2,6,2
328128,2,6,2
328129,2,6,3
328130,2,6,2
333395,3,4,2
333396,2,5,3
333397,3,5,1
333399,1,5,2
333400,2,5,2
333401,2,5,2
333402,2,5,2
333403,2,5,2
333404,2,5,2
333405,2,6,2
333407,3,4,3
333408,2,5,3
333409,2,5,2
333411,2,5,2
333412,2,5,2
333413,2,5,2
333414,2,5,3
333416,3,5,2
333418,2,4,2
333420,2,5,3
333421,2,5,2
333422,2,5,2
333423,2,4,2
333425,2,5,2
333426,2,5,3
333427,2,4,2
333428,2,5,3
333429,2,5,2
333430,2,4,3
333431,2,5,2
333433,2,4,3
333434,2,4,3
333435,2,4,3
333436,2,5,3
333437,2,4,3
333438,2,4,3
333439,2,4,3
333440,2,4,3
333441,2,4,3
333442,2,4,3
333444,2,4,3
333445,2,4,3
333446,2,4,3
333447,2,4,3
333448,2,4,3
333449,2,4,3
333452,2,4,3
333453,2,5,3
333454,2,4,3
333456,2,4,3
333457,2,5,2
333458,1,4,3
333459,2,4,3
333460,2,4,3
333461,2,5,3
333462,2,4,3
333464,2,5,3
333467,2,4,2
333468,2,4,3
333469,2,5,3
333471,2,4,3
333472,2,4,2
339098,2,6,2
339099,3,6,2
339100,3,6,2
339101,2,6,2
339102,3,6,2
339103,3,6,3
339104,2,6,2
339105,2,6,2
339106,2,6,2
339107,2,6,2
339108,3,6,2
339109,3,6,2
339110,3,6,2
339111,3,6,2
339112,3,6,2
339113,1,6,3
339114,3,6,2
339115,2,6,2
339116,2,6,3
339117,3,6,2
339118,3,6,2
339119,3,6,2
339120,3,6,2
339337,1,0,3
339338,1,0,3
339339,1,1,3
339340,1,0,3
339343,1,0,3
339347,0,0,4
339348,1,0,4
339349,1,1,4
339352,1,0,3
339353,1,0,2
339354,1,0,3
339356,0,0,4
339358,1,0,4
339359,1,0,4
339360,1,1,3
339361,1,0,3
339363,1,0,3
339364,1,0,3
339365,1,0,3
339366,0,1,3
339369,0,0,3
339370,1,1,3
339371,0,1,4
339373,1,1,4
339374,1,1,4
339375,1,0,4
339377,1,0,3
339378,1,1,3
339379,1,1,3
339381,1,0,3
339384,0,0,3
339385,0,0,3
339386,0,1,4
339387,4,5,2
339388,4,6,4
339389,4,6,3
339390,4,6,1
339391,4,6,3
339392,4,6,3
339393,5,5,3
339394,5,6,2
339395,4,4,2
339396,4,5,3
339397,5,6,3
339398,4,6,3
339399,5,6,3
339400,4,5,3
339401,4,5,3
339402,4,6,4
339403,4,6,3
343192,2,5,3
343194,2,5,3
343195,2,5,2
343197,2,5,2
343198,1,5,3
343199,1,5,2
343200,2,5,2
343201,2,5,3
343202,2,5,2
343204,2,5,2
343205,2,5,2
343206,2,5,2
343207,1,5,2
343208,2,5,2
343209,2,5,2
343210,2,5,3
343211,2,5,3
343212,2,5,3
343216,2,5,2
343218,2,5,2
343219,1,5,3
343221,2,5,3
343222,2,5,3
343224,2,5,3
343225,2,5,3
343227,1,5,3
343228,2,5,3
343229,2,5,3
343230,2,5,3
343231,2,5,3
343233,2,5,2
343234,3,5,2
343235,2,5,3
343236,2,5,2
343237,2,5,3
343238,2,5,3
343239,2,5,3
343240,2,5,3
343242,2,5,2
343243,3,5,2
343244,1,5,3
343245,2,5,3
343246,2,5,2
343247,1,5,2
343248,1,5,3
343249,1,5,2
343250,2,5,2
343251,2,5,2
343252,2,5,2
343253,2,5,3
343254,2,4,3
343255,2,5,2
343256,2,5,2
343257,2,5,2
343258,2,5,1
343259,1,5,2
343260,1,5,2
343261,1,5,2
343262,1,5,2
343263,1,5,2
343264,2,5,2
343265,2,5,2
343266,2,5,2
343268,1,5,2
343269,1,5,2
343270,2,5,2
343271,1,5,2
343272,1,5,2
343273,1,5,2
343274,2,5,2
343275,1,5,2
343276,2,5,2
343277,2,5,2
343278,2,5,1
343279,2,5,3
343280,1,5,2
343281,2,5,3
343282,2,5,3
343283,2,5,2
343284,2,5,2
343285,2,5,2
343286,2,5,2
343287,1,5,2
343289,2,4,3
343291,2,4,2
343292,2,5,3
343293,1,5,2
343294,2,5,2
343295,1,5,3
343297,2,5,2
343298,1,5,2
343299,2,5,2
343300,2,5,2
343301,2,5,2
343302,2,5,3
343303,2,5,3
343304,2,5,2
343305,3,4,2
343306,2,5,2
343308,2,5,2
343309,2,5,1
343311,2,5,2
343312,3,5,3
343313,2,5,2
343316,2,5,3
343317,2,5,2
343318,2,5,2
343319,2,5,3
343320,3,5,2
343321,2,5,2
343322,2,5,2
343323,2,5,2
343324,2,5,2
343326,2,5,2
343327,2,5,2
343328,2,5,3
343329,2,5,3
343330,2,5,2
343331,2,5,2
343332,3,5,2
343334,2,5,2
343335,2,5,3
343336,2,5,3
343337,3,5,1
343338,2,5,2
343339,2,5,2
343340,2,5,2
343341,2,5,3
343342,2,5,2
343343,2,5,3
343344,2,5,2
343345,2,5,2
343346,2,5,3
343348,1,5,3
343349,1,5,3
343350,1,5,3
343351,1,5,2
343353,1,5,2
343354,1,5,3
343355,1,5,2
343356,1,5,2
343357,2,5,2
343358,1,5,1
343359,1,5,2
343360,1,5,2
343361,1,5,2
343362,1,5,2
343363,1,5,3
343364,2,5,3
343365,2,5,2
343366,1,5,2
343367,2,5,2
343368,1,5,3
343369,1,5,2
343370,1,5,3
343371,1,5,3
343373,1,4,2
343374,2,5,1
343375,2,5,2
343376,1,5,2
343377,1,5,3
343378,1,5,3
343379,1,5,2
343380,1,3,3
343381,1,5,2
343383,1,5,2
343384,1,5,2
343385,1,5,2
343386,1,5,2
343387,2,5,2
343388,1,5,2
343389,1,5,2
343390,2,5,2
343391,1,5,3
343392,1,5,2
343393,1,5,3
343394,1,5,3
343395,2,5,2
343396,1,5,2
343397,1,5,3
343398,1,5,3
343399,1,5,3
343400,2,5,3
343401,2,5,2
343402,2,5,3
343403,2,5,3
343404,2,5,2
343405,2,5,2
343406,2,5,3
343407,2,5,3
343409,2,5,3
343410,2,5,2
343411,2,5,2
343412,2,5,3
343414,2,5,2
343415,2,5,3
343416,2,5,3
343417,1,5,2
343418,2,5,3
343420,1,5,3
343421,1,5,3
343422,2,5,2
343423,1,5,3
343424,1,5,3
343425,1,5,3
343426,2,5,2
343427,2,5,3
343429,2,5,3
343430,1,5,3
343431,2,5,2
343432,1,5,3
343433,2,5,3
343434,2,5,2
343436,2,5,3
343437,1,5,3
343438,2,5,3
343441,2,5,3
343442,2,5,3
343443,2,5,3
343444,2,5,2
343446,2,5,2
343447,2,5,3
343448,2,5,3
343449,2,5,2
343450,2,5,2
343451,1,5,3
343452,1,5,2
343453,1,5,3
343454,1,5,2
343455,1,5,2
343456,1,5,2
343457,1,5,2
343458,0,5,2
343459,1,5,2
343460,1,5,3
343461,1,5,2
343462,1,5,2
343463,1,5,2
343464,1,5,3
343465,1,5,3
343466,1,4,3
343467,1,5,2
343468,1,5,3
343469,1,5,2
343471,1,5,2
343472,2,5,2
343473,1,5,2
343474,2,5,2
343475,1,5,2
343476,1,5,3
343477,1,5,2
343478,2,5,2
343479,2,5,2
343480,1,5,2
343481,2,4,1
343482,1,5,2
343483,2,5,3
343484,2,5,3
343485,1,5,3
343486,1,5,2
343488,2,5,3
343490,1,5,3
343491,2,5,3
343492,2,5,3
343496,1,5,3
343497,1,5,3
343498,1,5,3
343499,1,5,3
343502,0,5,3
343554,3,5,3
343555,2,6,2
343557,2,6,2
343561,2,6,3
343562,2,6,3
343563,2,6,2
343564,2,6,2
343565,2,6,3
343566,2,6,2
343567,2,6,2
343568,2,6,3
343570,2,6,3
343571,2,6,2
343572,3,6,2
343573,2,6,3
343574,2,6,2
343575,2,6,2
343576,2,6,3
343577,3,6,2
343578,2,6,2
343579,3,6,3
343580,3,6,2
343581,2,6,2
343582,2,6,3
343583,2,6,2
343584,3,6,3
343585,2,6,3
343587,2,6,3
344074,2,5,2
344075,2,5,2
344076,2,5,3
344078,2,5,3
344079,2,5,2
344080,3,5,3
344081,2,4,3
344082,2,4,3
344083,2,4,3
344084,2,4,3
344085,2,5,2
344086,2,5,2
344088,2,4,3
344089,2,4,3
344090,2,5,2
344091,3,5,3
345301,2,5,3
345302,2,6,2
345303,2,6,3
345304,3,6,2
345305,3,6,3
345306,3,6,2
345307,1,6,3
345309,3,6,3
345310,2,6,2
345311,2,6,3
345312,2,6,3
345313,2,6,3
345314,2,6,2
345315,2,6,3
345316,2,6,3
345317,2,6,3
345318,2,6,3
345319,2,6,3
345320,2,6,3
345321,2,6,3
345322,2,6,2
345323,2,6,2
345324,3,6,2
345325,2,6,3
345326,2,6,2
345327,2,6,3
345328,2,6,3
345329,2,5,2
345330,2,6,3
345331,3,6,3
345332,2,6,3
345333,2,6,2
345334,2,6,3
345335,2,6,2
345336,2,6,3
345338,2,5,2
345339,2,6,3
345340,2,6,2
345341,2,6,3
345343,2,6,3
345344,2,6,3
345345,2,6,2
345346,2,6,2
345347,2,6,2
345348,2,6,3
345349,2,6,3
345350,3,6,3
345351,2,6,3
345352,3,6,2
345353,2,6,2
345354,3,6,3
345355,3,6,3
345356,3,6,3
345358,2,5,3
345359,2,6,3
345360,2,6,3
345361,3,3,4
345365,2,6,3
345366,2,6,2
345367,3,6,3
345368,2,6,2
345369,2,6,3
345370,2,6,3
345371,2,6,2
345372,2,6,2
345373,2,6,3
345374,2,6,3
345375,2,6,3
345376,2,6,3
345377,2,6,3
345378,2,6,3
345379,2,6,3
345381,2,6,3
345382,2,6,2
345383,2,6,3
345384,2,6,4
345386,2,6,3
345387,2,6,3
345388,2,6,2
345389,2,6,2
345390,2,6,3
345391,2,6,3
345392,2,6,3
345393,2,6,3
345394,2,6,2
345395,2,6,2
345396,2,6,3
345397,2,6,3
345398,2,5,3
345399,3,6,3
345400,2,6,2
345401,2,6,3
345402,2,6,3
345404,2,6,3
345405,2,6,3
345407,3,6,2
345408,2,6,2
345409,2,6,3
345411,2,6,3
345412,2,6,4
345413,2,6,3
345416,2,6,2
345417,2,6,3
345418,2,6,3
345419,2,6,3
345420,2,6,2
345421,2,6,3
345423,2,6,3
345424,2,6,3
345426,2,3,3
345427,3,6,3
345428,2,6,3
345429,2,6,3
345430,2,6,3
348102,2,6,1
348103,3,5,1
348104,2,4,4
348106,2,6,2
348107,2,6,2
348108,2,6,2
348109,2,6,2
348110,2,6,2
348112,1,5,2
348113,2,5,3
348114,2,5,3
348115,2,6,2
348116,3,6,1
348117,2,6,2
348118,4,2,2
348119,2,6,3
348120,3,6,3
348121,2,6,2
348122,3,6,3
348123,2,6,1
348124,2,6,2
348125,2,6,3
348126,2,5,2
348127,2,6,3
348128,2,6,3
348129,2,6,3
348130,2,6,3
348131,2,6,3
348132,2,6,3
348133,2,5,3
348134,2,5,3
348135,3,6,3
348136,3,6,3
348137,3,5,3
348138,2,6,3
348140,2,6,3
348141,2,6,3
348142,2,6,3
348143,3,6,3
348145,3,6,3
348146,3,5,3
348147,3,6,3
348148,2,5,3
348149,2,5,3
348150,2,6,3
348151,2,5,3
348152,2,6,3
348153,2,6,3
348154,2,6,3
348155,2,5,3
348156,2,5,3
348157,3,5,3
348158,3,6,3
348159,3,5,3
348160,3,6,3
348161,3,5,3
348162,2,5,3
348163,2,6,3
348164,2,5,3
348165,3,6,3
348166,3,6,3
348167,2,5,3
348168,3,6,3
348169,2,6,3
348170,3,5,3
348171,2,5,3
348172,3,6,3
348173,2,6,3
348174,3,6,3
348175,2,6,3
348176,2,5,3
348177,2,5,3
348178,3,6,3
349431,3,6,3
349432,2,6,2
349434,2,6,2
349435,3,6,3
349437,2,6,3
349439,2,6,3
349440,3,6,2
349441,2,6,3
349442,2,6,3
349443,2,6,2
349445,2,6,3
349447,3,6,2
349448,2,6,3
349449,2,6,3
349450,1,6,3
349452,2,6,3
349454,2,6,3
350829,2,5,2
350830,3,5,1
350832,3,6,1
350833,3,5,2
350836,2,5,2
350837,2,5,2
350838,3,5,2
350839,3,5,2
350840,3,5,2
350841,2,5,1
350842,2,5,2
350843,3,5,1
350844,2,5,2
350845,2,5,1
350846,2,5,2
351209,2,4,2
351210,2,5,2
351211,2,5,2
351212,2,5,3
351213,2,5,3
351214,2,5,2
351215,2,5,3
351216,2,4,2
351217,2,4,3
351218,2,4,2
351219,2,4,2
351220,1,4,3
351221,2,4,3
351222,1,4,3
351223,1,4,3
351224,2,4,4
351225,2,4,3
351226,1,4,3
351227,1,5,3
351228,2,5,3
351229,2,5,3
351230,2,5,3
351231,1,5,4
351232,2,5,3
351233,2,5,3
351234,2,5,2
351235,2,6,2
351236,2,6,3
351237,2,5,3
351238,2,5,3
351239,2,6,3
351240,2,5,3
351241,2,6,2
351242,2,5,3
351243,1,4,3
351244,2,5,3
351245,2,5,3
351246,2,5,3
351247,1,5,3
351248,1,4,3
351249,2,5,3
351250,1,5,3
351251,2,5,2
351252,2,5,3
351253,2,5,3
351254,2,5,3
351255,2,6,3
351256,2,6,3
351257,2,6,2
351258,2,5,3
351259,2,5,3
351260,2,5,3
351261,2,5,2
351262,2,5,3
351264,2,5,3
351265,2,5,3
351266,2,5,2
351267,2,5,3
351268,2,4,3
351269,2,4,3
351270,2,5,3
351271,2,4,3
351272,2,4,3
351273,2,4,3
351275,2,4,2
351276,2,4,3
351277,2,4,3
351278,2,4,3
351279,2,4,3
351280,2,4,3
351281,2,4,3
351282,2,4,3
351283,2,5,2
351284,2,4,2
351285,2,4,3
351286,2,4,3
351287,2,4,3
351288,2,4,3
351289,2,5,2
351290,2,4,3
351291,3,4,3
351292,2,4,2
351293,2,4,3
351294,2,5,2
351295,2,4,3
351296,2,5,2
351297,2,5,2
351298,2,5,2
351299,2,5,3
351300,3,4,2
351301,3,5,2
351302,1,4,3
351303,2,4,2
351304,2,4,3
351305,2,4,3
351306,3,4,3
351307,3,4,3
351308,2,4,3
351309,2,4,3
351310,2,4,3
351311,2,4,2
351312,2,5,2
351313,2,5,2
351314,2,6,2
351315,2,6,3
351316,2,6,2
351317,2,6,2
351318,2,4,3
351319,1,4,3
351320,2,4,3
351321,1,4,3
351322,1,4,3
351323,1,4,3
351324,2,4,3
351325,1,4,3
351326,2,4,3
351327,1,4,3
351329,1,4,3
351330,2,4,3
351331,1,4,3
351332,1,5,3
351333,2,4,4
351334,1,4,3
351335,2,4,3
351336,1,4,3
351337,1,4,3
351338,1,4,3
351339,1,4,3
351340,2,4,3
351341,2,4,3
351342,1,4,3
351343,2,4,3
351344,2,4,3
351345,2,4,3
351346,1,4,3
351347,1,4,3
352318,2,5,2
352320,2,5,2
352321,2,5,3
352322,1,6,3
352323,1,6,2
352324,2,6,3
352325,2,6,3
352326,1,6,4
352327,2,6,3
352328,1,6,3
352329,2,6,2
352330,1,6,3
352331,2,6,3
352332,2,6,3
352333,1,5,3
352334,2,5,4
352335,2,6,2
352336,1,5,4
352337,2,5,4
352338,2,6,2
352339,2,5,4
352340,2,6,3
352341,2,5,3
352342,3,6,3
352343,2,6,3
352344,2,6,2
352345,2,5,3
352346,2,5,2
352347,2,5,4
352348,2,5,3
352349,2,5,3
352350,2,6,3
352351,2,5,3
352353,2,5,3
352354,3,5,3
352355,2,6,3
352356,2,6,3
352357,2,5,3
352358,2,5,2
352359,1,5,3
352360,2,6,3
352361,2,6,3
352362,2,6,2
352363,2,5,3
352364,2,6,3
352365,1,6,3
352366,2,6,3
352367,1,6,3
352368,2,5,2
352369,1,5,4
352370,2,5,2
352371,2,6,3
352372,3,5,3
352373,2,5,3
352374,2,6,3
352375,2,5,3
352376,2,6,2
352377,2,6,2
352378,2,6,3
352379,2,6,2
352380,2,6,3
352381,2,6,2
352382,2,6,3
352383,2,6,4
352384,2,6,3
352385,2,6,3
352386,2,6,2
352387,2,6,2
352388,2,6,2
352389,2,6,2
352390,2,6,3
352393,2,6,3
352394,2,6,3
352395,2,6,3
352398,1,5,3
352399,2,5,3
352400,2,6,3
352401,2,5,3
352403,2,6,3
352404,2,6,3
352405,2,6,3
352406,2,6,3
352407,2,6,3
352408,2,6,2
352409,2,6,2
352410,2,6,3
352411,2,5,3
352412,2,6,3
352413,2,6,3
352414,2,6,3
352415,2,6,3
352416,2,6,3
352417,2,6,2
352418,2,6,3
352419,2,6,2
352420,3,6,3
352421,3,6,3
352422,3,6,4
352423,3,6,4
352424,2,6,3
352425,2,5,3
352427,2,5,3
352430,2,6,3
352431,2,6,3
352432,2,6,2
352433,2,6,2
352434,2,6,3
352435,2,5,2
352436,2,6,3
352437,1,6,2
352438,2,6,3
352439,2,5,3
352440,2,6,2
352441,2,6,3
352442,2,6,3
352443,1,6,3
352444,1,6,2
352445,2,5,3
352446,2,6,3
352447,1,6,3
352448,2,5,3
352449,1,6,4
352450,2,5,3
352451,2,6,3
352452,2,6,3
352453,2,5,3
352454,1,5,3
352455,2,5,3
352456,2,5,3
352457,2,5,4
352458,2,5,3
352459,2,5,4
352460,2,5,3
352461,2,5,4
352462,2,6,2
352463,2,5,3
352464,2,6,3
352465,2,6,3
352466,2,5,3
352467,2,5,3
352469,1,6,3
352470,2,5,3
352471,1,5,3
352472,2,5,3
352473,1,5,3
352474,2,5,3
352475,2,5,3
352476,2,6,3
352477,2,5,3
352478,2,5,3
352479,2,5,3
352480,1,6,3
352481,2,5,3
352482,2,6,3
352483,2,6,3
352484,2,5,3
352485,2,6,2
352486,2,6,3
355014,3,5,1
355015,3,5,2
355016,2,5,2
355017,2,5,3
355020,1,6,4
355021,3,6,1
355022,3,5,2
355023,3,5,2
355024,2,5,2
355025,2,5,2
355026,2,5,3
355028,1,6,4
355029,3,6,1
355030,2,5,1
355031,1,6,2
355032,2,5,1
355039,2,5,2
355040,2,5,2
355041,2,5,2
355042,1,6,2
355044,0,6,4
355045,0,5,3
355048,1,5,2
355049,2,5,2
355050,2,5,3
355051,2,5,2
355052,0,6,3
355053,0,5,4
355056,2,5,3
355058,2,5,3
355059,3,3,1
355060,0,6,4
355061,0,6,4
355064,2,5,2
355065,2,5,3
355066,1,5,3
355067,2,5,2
355068,1,5,4
355069,0,5,4
355073,2,5,2
355074,2,6,2
355075,1,5,2
355076,0,6,3
355077,0,6,4
355080,1,5,2
355081,1,5,2
355082,1,5,2
355083,0,5,4
355084,1,6,4
355088,2,5,2
355090,2,5,1
355091,3,5,2
355092,3,4,3
355093,3,5,3
355097,2,4,3
355100,2,5,2
355102,3,5,2
355103,3,5,2
355105,2,5,3
355108,2,5,2
355112,2,5,3
355114,3,5,2
355116,2,4,3
355117,2,5,3
355119,2,5,4
355120,2,5,3
355122,2,4,3
355126,2,5,3
355127,2,5,2
355128,2,5,3
355129,3,5,2
355130,2,5,2
355132,2,5,3
355133,2,5,3
355134,3,5,3
355135,3,5,3
356520,3,5,2
356521,3,5,1
356522,3,5,2
356523,3,5,2
356524,3,6,2
356525,2,5,2
356526,2,5,2
356527,2,5,2
356528,2,5,3
356529,2,5,2
356530,2,5,2
356531,3,5,2
356532,1,5,3
356533,2,5,2
356534,2,5,2
356535,2,5,2
356536,2,6,3
356537,2,6,3
356538,2,6,2
356539,2,5,2
356540,2,6,2
356541,2,6,2
356542,3,5,2
356543,2,6,3
356544,2,6,2
356545,2,5,2
356546,2,6,2
356547,2,6,2
356548,2,5,2
356549,2,5,2
356550,3,5,2
356551,2,6,3
356552,2,6,2
356553,2,5,1
356555,1,6,2
356556,2,6,1
356557,3,5,2
356558,2,6,1
356559,1,6,3
356561,2,6,2
356562,1,6,1
356563,2,6,2
356565,2,6,1
356566,2,6,3
356568,1,6,2
356569,1,6,2
356570,2,6,2
356571,1,6,2
356572,2,6,2
356573,2,5,2
356574,2,6,3
356575,2,6,2
356577,2,6,1
356578,3,5,1
356579,2,5,3
356580,2,5,2
356581,2,5,2
356582,2,5,2
356583,2,6,2
356585,2,5,1
356586,2,5,2
356587,2,5,2
356588,2,6,1
356589,2,5,2
356590,2,6,0
356591,2,6,1
356592,2,5,2
356593,3,5,2
356594,2,5,2
356595,2,6,2
356597,2,5,1
356598,2,5,2
356599,3,5,1
356600,2,5,2
356601,1,5,2
356603,2,5,2
356604,2,5,1
356606,2,5,3
356607,1,5,2
356608,2,5,1
356609,2,5,2
356610,3,5,2
356611,3,6,2
356612,3,5,1
356613,2,5,2
356614,2,5,1
356615,2,5,1
356617,2,6,2
356618,2,5,2
356619,2,5,1
356621,2,6,2
356624,2,5,2
356626,2,6,2
356628,2,5,2
356629,1,6,2
356630,2,6,0
356631,1,6,2
356632,2,6,1
356633,1,5,2
356634,1,6,2
356636,2,6,1
356637,1,6,1
356638,2,6,1
356639,1,6,2
356641,2,6,2
356642,1,6,3
356643,1,6,2
356644,1,6,1
356645,1,6,1
356646,3,6,0
356647,2,6,2
356648,2,5,2
356649,1,6,1
356650,0,6,4
356651,1,6,2
356652,1,6,2
356654,1,6,3
356655,2,6,2
356656,3,5,2
356657,1,6,2
356658,1,6,4
356659,1,6,2
356660,1,6,2
356661,1,6,1
356662,2,6,1
356663,1,6,3
356664,2,5,2
356665,1,6,2
356666,0,6,4
356667,0,6,2
356669,2,6,1
356670,1,6,3
356671,1,5,2
356672,2,5,3
356673,1,6,2
356674,0,5,3
356676,1,6,2
356677,2,5,2
356678,2,5,1
356679,1,5,2
356680,2,5,2
356681,2,6,2
356682,2,5,2
356683,3,6,1
356684,2,5,1
356685,2,6,0
356686,1,5,2
356687,2,6,2
356688,1,5,3
356689,1,6,2
356690,2,5,2
356691,2,5,2
356692,3,6,1
356693,2,6,2
356694,1,6,2
356695,1,5,2
356696,2,6,1
356697,2,6,2
356698,2,5,2
356699,2,6,1
356700,2,6,1
356701,2,5,2
356702,1,5,2
356703,2,6,2
356704,2,5,2
356705,2,5,2
356706,2,5,1
356707,2,6,1
356708,1,5,2
356709,1,5,2
356710,2,6,2
356711,2,6,2
356712,2,6,2
356713,2,5,1
356714,2,5,2
356715,2,6,2
356716,2,6,2
356717,2,5,2
356718,2,5,2
356719,2,6,1
356720,2,5,3
356721,1,6,1
356722,1,5,2
356723,2,6,1
356724,2,6,2
356725,2,6,2
356726,2,6,1
356727,1,6,2
356728,1,5,1
356729,2,6,1
356731,1,6,2
356732,2,6,2
356733,2,6,3
356734,2,6,2
356735,1,6,3
356736,1,6,2
356737,1,6,2
356740,2,6,2
356741,2,5,3
356742,1,5,2
356743,1,6,3
356744,1,6,2
356745,1,6,2
356746,2,5,1
356748,2,5,1
356749,2,6,3
356750,1,5,2
356751,0,6,3
356752,1,6,2
356753,1,6,2
356754,1,5,1
356756,2,6,2
356757,2,6,3
356758,1,6,2
356759,1,6,3
356760,1,6,2
356761,1,6,2
356764,2,6,2
356765,2,5,3
356766,1,6,2
356768,1,6,2
356770,1,6,1
356772,2,6,2
356773,2,5,3
356774,1,6,2
356775,0,6,3
356776,2,5,2
356777,2,5,2
356778,2,5,2
356779,2,5,2
356780,3,5,2
356781,3,5,2
356782,3,5,2
356783,3,5,2
356784,2,5,2
356785,2,5,2
356786,2,5,2
356787,2,5,2
356788,2,5,2
356789,2,5,2
356790,2,5,2
356791,2,5,2
356792,2,5,2
356793,2,5,2
356794,2,5,2
356795,2,5,2
356796,2,5,2
356797,2,5,3
356798,2,5,2
356799,2,5,2
356800,2,5,2
356801,2,5,2
356802,2,5,3
356803,2,5,2
356804,2,5,2
356805,2,5,3
356806,3,5,2
356807,2,5,2
356808,2,5,3
356809,2,5,2
356810,2,5,2
356811,2,5,2
356812,2,5,3
356813,2,5,2
356814,2,5,3
356815,3,5,2
356816,2,5,3
356817,2,6,3
356818,3,5,2
356819,3,5,2
356820,2,5,2
356821,2,5,2
356822,2,5,2
356823,2,5,2
356824,2,5,2
356825,2,5,2
356826,1,5,2
356827,2,5,2
356828,2,5,3
356829,2,5,2
356830,2,5,2
356831,2,5,3
356832,1,5,2
356833,2,5,2
356834,2,5,2
356835,2,5,2
356836,2,5,3
356837,2,5,2
356838,2,5,2
356839,2,5,2
356840,2,5,2
356841,2,5,2
356842,2,5,2
356843,2,5,2
356844,2,5,2
356845,2,5,2
356846,2,5,2
363043,2,6,2
363044,2,6,2
363045,3,6,1
367249,2,3,3
367250,1,3,3
367251,2,3,3
367252,1,3,2
367253,1,3,2
367254,1,3,2
367255,1,3,3
367256,1,3,2
367257,1,3,2
367258,2,3,2
367259,2,3,2
367260,1,3,3
367261,1,3,2
367262,1,3,3
367263,1,3,2
367264,1,3,2
367265,1,3,2
367266,1,3,2
367267,1,3,3
367268,0,1,3
367269,2,3,2
367270,1,3,2
367271,1,3,2
367272,1,3,3
367273,0,2,3
367274,1,3,2
367275,2,3,1
367276,1,3,2
367277,1,3,2
367278,1,3,2
367279,1,3,2
367280,1,3,3
367281,1,3,2
367282,1,3,2
367283,2,3,2
367284,1,3,2
367285,2,3,2
367286,2,3,3
367287,2,3,2
367288,2,3,2
367289,0,3,2
367291,1,3,1
367292,1,3,2
367293,0,3,2
367294,1,3,2
367295,2,3,2
367296,0,3,2
367297,1,3,1
367298,1,3,1
367299,1,3,2
367300,1,3,3
367301,1,3,2
367302,2,3,2
367303,0,3,2
367304,2,3,2
367305,1,3,3
367306,2,3,2
367307,2,3,2
367308,1,3,3
367309,1,3,3
367310,1,3,1
367311,2,3,2
367312,1,3,2
367313,1,3,3
367314,1,3,3
367315,1,3,2
367316,1,3,3
